avg_turnaround,avg_waiting,context_switches,core,cpu_util,cpu_utilization,idle_time,per_process,throughput,total_time
20.5,12.75,0,1,100.0,0.9841269841269841,0,"{'P1': {'waiting': 0, 'turnaround': 5, 'response': 0, 'completion': 6}, 'P2': {'waiting': 3, 'turnaround': 9, 'response': 3, 'completion': 12}, 'P3': {'waiting': 9, 'turnaround': 15, 'response': 9, 'completion': 21}, 'P4': {'waiting': 4, 'turnaround': 7, 'response': 4, 'completion': 15}, 'P5': {'waiting': 17, 'turnaround': 26, 'response': 17, 'completion': 38}, 'P6': {'waiting': 37, 'turnaround': 51, 'response': 37, 'completion': 63}, 'P7': {'waiting': 9, 'turnaround': 17, 'response': 9, 'completion': 29}, 'P8': {'waiting': 23, 'turnaround': 34, 'response': 23, 'completion': 49}}",0.12698412698412698,63
